"","URN","not_sustained_rate","urban_rural","denomination","FSM","White_British","region_name","school_name","headcount","susp_rate","KS2_history","Attainment_8","Progress_8","selective","POSTCODE","post16","school_sex","type","Ofsted_rating","sen_support","LSOA11","IMD"
"1",138116,13.2867132867133,"(England/Wales) Rural town and fringe","No religious character","34.5","91.8","Yorkshire and The Humber","Campsmount Academy",789,29.40431,102.2,"39.9",-0.23,0,"DN6 9AS",1,"Mixed","Academy converter","Good",13.3848133848134,"E01007493",7
"2",137899,4.41767068273092,"(England/Wales) Urban minor conurbation","No religious character","16","85.2","Yorkshire and The Humber","Hungerhill School",1170,10.68376,104.7,"51.1",0.41,0,"DN3 2JY",0,"Mixed","Academy converter","Outstanding",10.3242320819113,"E01007478",4
"3",146639,4.13223140495868,"(England/Wales) Urban minor conurbation","No religious character","48.2","86.5","Yorkshire and The Humber","The Laurel Academy",699,14.44921,102.1,"43.5",0.17,0,"S64 9SD",0,"Mixed","Academy sponsor led","Good",12.9078014184397,"E01007583",5
"4",137603,6.30252100840336,"(England/Wales) Urban minor conurbation","No religious character","19.3","90.5","Yorkshire and The Humber","Ridgewood School",1468,4.70027,105.2,"45.6",-0.26,0,"DN5 7UB",1,"Mixed","Academy converter","Good",11.3246396705559,"E01007588",5
"5",140865,3.05343511450382,"(England/Wales) Urban minor conurbation","Roman Catholic","24.8","57.9","Yorkshire and The Humber","The McAuley Catholic High School",1425,7.36842,104.2,"45.6",-0.08,0,"DN3 3QF",1,"Mixed","Academy converter","Good",11.8632240055827,"E01007603",9
"6",143938,12.0603015075377,"(England/Wales) Urban minor conurbation","No religious character","35.4","48.2","Yorkshire and The Humber","Outwood Academy Danum",1176,48.89456,101.9,"39.3",-0.17,0,"DN2 5QD",1,"Mixed","Academy sponsor led","Good",15.681233933162,"E01007566",1
"7",144364,7.18232044198895,"(England/Wales) Urban minor conurbation","No religious character","30.4","85.7","Yorkshire and The Humber","Sir Thomas Wharton Academy",1126,17.67318,105.3,"46.9",-0.08,0,"DN12 1HH",1,"Mixed","Academy converter","Good",13.2606721162579,"E01007545",3
"8",135942,13.3333333333333,"(England/Wales) Urban minor conurbation","No religious character","41.4","94.4","Yorkshire and The Humber","De Warenne Academy",748,28.34225,102.6,"46.2",0.31,0,"DN12 3JY",0,"Mixed","Academy sponsor led","Good",8.22281167108753,"E01007539",1
"9",135007,5.41871921182266,"(England/Wales) Urban city and town","Other Christian Faith","35","85.5","Yorkshire and The Humber","Trinity Academy",1263,7.12589,104.1,"41",-0.51,0,"DN8 5BY",1,"Mixed","Academy sponsor led","Good",12.5301204819277,"E01007637",4
"10",146370,18.7919463087248,"(England/Wales) Urban minor conurbation","No religious character","47.5","55.8","Yorkshire and The Humber","Astrea Academy Woodfields",729,104.38957,100.3,"32.6",-0.7,0,"DN4 8ND",1,"Mixed","Academy sponsor led","Good",20.5093833780161,"E01007500",1
"11",137842,7.43494423791822,"(England/Wales) Urban minor conurbation","No religious character","28.8","54.6","Yorkshire and The Humber","Hall Cross Academy",1998,0.3003,103.2,"49.9",0.55,0,"DN1 2HY",1,"Mixed","Academy converter","Good",7.33299849321949,"E01007648",1
"12",138314,7.54716981132075,"(England/Wales) Urban minor conurbation","No religious character","28.6","78.8","Yorkshire and The Humber","Armthorpe Academy",654,36.08563,104.2,"37.5",-1.01,0,"DN3 2DA",0,"Mixed","Academy converter","Requires improvement",15.6346749226006,"E01007480",3
"13",136672,3.92156862745098,"(England/Wales) Rural town and fringe","No religious character","12.8","92","Yorkshire and The Humber","The Hayfield School",1071,5.4155,103.7,"51.3",0.64,0,"DN9 3HG",0,"Mixed","Academy converter","Good",11.1215834118756,"E01007608",6
"14",143916,14.8936170212766,"(England/Wales) Urban minor conurbation","No religious character","24.8","84.5","Yorkshire and The Humber","XP East",295,10.50847,105.9,"44.3",-0.36,0,"DN4 5NG",1,"Mixed","Free schools","Requires improvement",21.9931271477663,"E01007644",5
"15",137472,10.5769230769231,"(England/Wales) Urban minor conurbation","No religious character","36.1","79","Yorkshire and The Humber","Don Valley Academy",1114,41.02334,103.5,"48.6",0.42,0,"DN5 9DD",0,"Mixed","Academy converter","Good",11.2829845313922,"E01007518",5
"16",137066,11.2068965517241,"(England/Wales) Urban city and town","No religious character","41.9","82.7","Yorkshire and The Humber","Ash Hill Academy",816,25.4902,102.2,"45",0.25,0,"DN7 6JH",0,"Mixed","Academy sponsor led","Good",14.3034825870647,"E01007555",1
"17",135963,7.7319587628866,"(England/Wales) Urban minor conurbation","No religious character","34.8","87.5","Yorkshire and The Humber","Outwood Academy Adwick",1090,42.75229,101.1,"38.5",-0.19,0,"DN6 7SF",1,"Mixed","Academy sponsor led","Good",18.3212996389892,"E01007464",2
"18",136675,8.19672131147541,"(England/Wales) Urban minor conurbation","Church of England","28.4","89.2","Yorkshire and The Humber","Rossington All Saints Academy",884,24.66063,105.1,"48.2",0.08,0,"DN11 0BZ",0,"Mixed","Academy sponsor led","Good",13.0830489192264,"E01007594",8
"19",140964,6.12244897959184,"(England/Wales) Urban minor conurbation","No religious character","26.5","82.4","Yorkshire and The Humber","XP School",250,6.8,104,"44.9",-0.12,0,"DN4 5NG",1,"Mixed","Free schools","Good",24.0816326530612,"E01007644",5
"20",138355,4.52261306532663,"(England/Wales) Urban major conurbation","No religious character","25.5","92.2","North West","Hilbre High School",1207,6.1309,101,"35.4",-0.43,0,"CH48 6EQ",1,"Mixed","Academy converter","Good",17.985012489592,"E01007260",8
"21",139031,7.11462450592885,"(England/Wales) Urban major conurbation","Roman Catholic","34.2","83.2","North West","St John Plessington Catholic College",1579,8.61305,102,"38.7",-0.36,0,"CH63 7LF",1,"Mixed","Academy converter","Good",17.0266836086404,"E01007112",4
"22",135877,6.54205607476635,"(England/Wales) Urban major conurbation","No religious character","15.6","84.6","North West","Birkenhead High School Academy",1207,0.8285,103.1,"47.7",0.43,0,"CH43 1TY",1,"Girls","Academy sponsor led","Good",14.2262895174709,"E01007160",4
"23",137130,5.84415584415584,"(England/Wales) Urban major conurbation","No religious character","40.3","83.4","North West","Prenton High School for Girls",779,10.78306,101.8,"41.2",0.02,0,"CH42 6RR",0,"Girls","Academy converter","Good",16.2612035851472,"E01007177",3
"24",105101,4.31654676258993,"(England/Wales) Urban major conurbation","No religious character","21.2","93.3","North West","Pensby High School",910,2.52747,101.9,"43.7",0.28,0,"CH61 6XN",1,"Mixed","Foundation school","Good",15.1884700665188,"E01007288",5
"25",105107,9.42028985507246,"(England/Wales) Urban major conurbation","No religious character","31.1","95","North West","South Wirral High School",1033,2.32333,101.9,"37.3",-0.38,0,"CH62 8EH",1,"Mixed","Foundation school","Good",25.7309941520468,"E01007168",2
"26",136780,4.28571428571429,"(England/Wales) Urban major conurbation","Roman Catholic","11.4","80.5","North West","St Anselm's College",990,0.20202,108.8,"55.6",0.03,1,"CH43 1UQ",1,"Boys","Academy converter","Good",3.64741641337386,"E01007156",4
"27",139144,2.65486725663717,"(England/Wales) Urban major conurbation","No religious character","8","78.9","North West","Calday Grange Grammar School",1512,0.66138,111.3,"64.7",0.31,1,"CH48 8GG",1,"Boys","Academy converter","Good",7.02451954937044,"E01007262",10
"28",137171,2.24719101123596,"(England/Wales) Urban major conurbation","No religious character","8.8","77.7","North West","Wirral Grammar School for Girls",1182,0.42301,111.8,"67.3",0.38,1,"CH63 3AF",1,"Girls","Academy converter","Outstanding",3.29113924050633,"E01007151",8
"29",138853,8.01393728222996,"(England/Wales) Urban major conurbation","Church of England","36.4","91.1","North West","Woodchurch High School",1419,5.77872,100.7,"38.6",-0.09,0,"CH49 7NG",0,"Mixed","Academy converter","Good",25.5813953488372,"E01007304",1
"30",136895,15.0943396226415,"(England/Wales) Urban major conurbation","No religious character","56.1","90.7","North West","The Oldershaw School",927,24.16397,100.8,"27.9",-1.25,0,"CH45 4RJ",1,"Mixed","Academy converter","Good",33.9226519337017,"E01007314",4
"31",136411,19.8473282442748,"(England/Wales) Urban major conurbation","No religious character","65.3","82.3","North West","Birkenhead Park School",760,15.52632,100.8,"33.8",-0.56,0,"CH43 4UY",0,"Mixed","Academy sponsor led","Requires improvement",29.088471849866,"E01007155",1
"32",105097,15.4761904761905,"(England/Wales) Urban major conurbation","No religious character","54.6","91.5","North West","Ridgeway High School",907,3.96913,100,"36.5",-0.17,0,"CH43 9EB",0,"Mixed","Foundation school","Good",18.8195991091314,"E01007163",5
"33",137929,1.32450331125828,"(England/Wales) Urban major conurbation","Roman Catholic","8.5","83.7","North West","Upton Hall School FCJ",1012,0.19763,110.2,"68.2",0.91,1,"CH49 6LJ",1,"Girls","Academy converter","Outstanding",9.11793855302279,"E01007298",8
"34",146315,2.20994475138122,"(England/Wales) Urban major conurbation","No religious character","47.2","92.2","North West","Co-op Academy Bebington",1135,10.30837,100.6,"35.7",-0.34,0,"CH63 2PS",1,"Mixed","Academy sponsor led","Good",13.3689839572193,"E01007117",8
"35",143554,13.7142857142857,"(England/Wales) Urban major conurbation","Roman Catholic","43.4","91.8","North West","St Mary's Catholic College, A Voluntary Academy",1127,10.11535,100.6,"29.3",-0.99,0,"CH45 3LN",1,"Mixed","Academy sponsor led","Requires improvement",12.5668449197861,"E01007313",4
"36",137243,0.561797752808989,"(England/Wales) Urban major conurbation","No religious character","6.2","79.1","North West","West Kirby Grammar School",1220,0.16393,112.2,"68.3",0.42,1,"CH48 5DP",1,"Girls","Academy converter","Good",4.81632653061224,"E01007196",6
"37",137815,3.18725099601594,"(England/Wales) Urban major conurbation","No religious character","36.3","90.5","North West","Weatherhead High School",1535,1.30293,103.5,"41.6",-0.27,0,"CH44 3HS",1,"Girls","Academy converter","Good",8.73276428102429,"E01007213",4
"38",137476,1.875,"(England/Wales) Urban major conurbation","No religious character","8.2","80.5","North West","Wirral Grammar School for Boys",1042,0.57582,111.4,"65.7",0.36,1,"CH63 3AQ",1,"Boys","Academy converter","Good",7.67018216682646,"E01007151",8
"39",105103,7.22222222222222,"(England/Wales) Urban major conurbation","No religious character","38.5","91.7","North West","The Mosslands School",991,20.88799,102.4,"33.5",-0.85,0,"CH45 8PJ",1,"Boys","Community school","Requires improvement",19.8595787362086,"E01007312",4
"40",147351,4.26829268292683,"(England/Wales) Urban city and town","No religious character","36.5","73.7","South West","Broadoak Academy",671,38.74814,104,"40.7",-0.5,0,"BS23 4NP",0,"Mixed","Academy converter","Good",29.6898079763663,"E01014804",5
"41",137884,2.24215246636771,"(England/Wales) Urban city and town","No religious character","13.4","87.1","South West","Clevedon School",1397,7.73085,103.9,"47.1",0.2,0,"BS21 6AH",1,"Mixed","Academy converter","Good",11.0711718188354,"E01014752",9
"42",143137,3.37078651685393,"(England/Wales) Urban city and town","No religious character","24.8","81.6","South West","Worle Community School",1366,12.37189,104.3,"41.9",-0.35,0,"BS22 8XX",0,"Mixed","Academy sponsor led","Requires improvement",7.81134856300663,"E01014838",7
"43",137000,2.31660231660232,"(England/Wales) Rural village","No religious character","10.7","87.9","South West","Churchill Academy & Sixth Form",1597,4.94678,105.9,"48.7",-0.06,0,"BS25 5QN",1,"Mixed","Academy converter","Requires improvement",6.04153555695406,"E01014748",9
"44",136856,3.72881355932203,"(England/Wales) Urban city and town","No religious character","7.9","86.2","South West","Gordano School",2118,2.50236,105.3,"48.3",-0.03,0,"BS20 7QR",1,"Mixed","Academy converter","Good",11.6870876531574,"E01014796",9
"45",138466,2.97619047619048,"(England/Wales) Urban city and town","No religious character","13.6","88.5","South West","Nailsea School",1122,0.89127,104.8,"49.3",0.24,0,"BS48 2HN",1,"Mixed","Academy converter","Good",11.9175627240143,"E01014779",9
"46",142853,6.99300699300699,"(England/Wales) Rural hamlet and isolated dwellings","No religious character","19.6","78.7","South West","St Katherine's School",1020,7.05882,104.9,"48",-0.07,0,"BS20 0HU",1,"Mixed","Academy converter","Good",6.15690168818272,"E01014766",8
"47",136708,7.01754385964912,"(England/Wales) Urban city and town","No religious character","33.3","73.6","South West","Hans Price Academy",1033,27.58955,103.3,"46",0.22,0,"BS23 3QP",0,"Mixed","Academy sponsor led","Good",18.2516810758886,"E01014829",1
"48",137300,3.50194552529183,"(England/Wales) Urban city and town","No religious character","16.8","86.2","South West","Priory Community School",1506,8.56574,103.9,"44.3",-0.14,0,"BS22 6BP",0,"Mixed","Academy converter","Good",7.92276964047936,"E01014826",8
"49",136722,1.50943396226415,"(England/Wales) Urban city and town","No religious character","8.3","87.4","South West","Backwell School",1632,1.83824,106.8,"53.4",0.21,0,"BS48 3BX",1,"Mixed","Academy converter","Good",14.478527607362,"E01014737",10
"50",142798,15.5440414507772,"(England/Wales) Urban major conurbation","No religious character","49.2","83.3","North West","The Prescot School",900,13.11111,103.1,"32.7",-1.11,0,"L34 3NB",0,"Mixed","Academy converter","Requires improvement",22.9213483146067,"E01006464",2
"51",140001,18.848167539267,"(England/Wales) Urban major conurbation","No religious character","56.9","88.1","North West","Kirkby High School",1022,9.98043,103.7,"29.2",-1.68,0,"L32 9PP",0,"Mixed","Academy sponsor led","Good",20.7198443579767,"E01006415",2
"52",139614,13.953488372093,"(England/Wales) Urban major conurbation","No religious character","44.5","89.9","North West","Halewood Academy",1151,10.86012,103,"38.9",-0.47,0,"L26 1UU",0,"Mixed","Academy converter","Good",23.6474694589878,"E01006427",5
"53",135479,14.2857142857143,"(England/Wales) Urban major conurbation","Roman Catholic","47.4","90.4","North West","All Saints Catholic High School",1116,6.81004,104.4,"42.7",-0.36,0,"L33 8XF",1,"Mixed","Voluntary aided school","Good",13.0316742081448,"E01006495",1
"54",148534,17.1052631578947,"(England/Wales) Urban major conurbation","Roman Catholic","44.3","86.6","North West","Saint Edmund Arrowsmith Catholic Academy",729,38.2716,101.9,"31.4",-1.01,0,"L35 2XG",0,"Mixed","Academy sponsor led","Requires improvement",14.2068965517241,"E01006496",2
"55",140412,9.04977375565611,"(England/Wales) Urban major conurbation","No religious character","51.7","93.2","North West","Lord Derby Academy",1097,0.54695,103.6,"38.7",-0.59,0,"L36 6DG",0,"Mixed","Academy sponsor led","Good",12.1546961325967,"E01006481",1
"56",141466,6.2992125984252,"(England/Wales) Urban city and town","No religious character","16.6","73.1","South East","The Howard School",1523,2.23244,101.5,"42.5",0.24,0,"ME8 0BX",1,"Boys","Academy converter","Good",12.3939986953686,"E01016088",5
"57",136594,1.36986301369863,"(England/Wales) Urban city and town","No religious character","11.8","43.2","South East","Holcombe Grammar School",1034,2.51451,109.9,"59.9",0.15,1,"ME4 6JB",1,"Boys","Academy converter","Good",1.25847047434656,"E01016025",2
"58",138511,9.35672514619883,"(England/Wales) Urban city and town","No religious character","47.6","69.4","South East","The Robert Napier School",1056,22.06439,99.7,"27.9",-1.01,0,"ME7 2LX",1,"Mixed","Academy sponsor led","Good",23.3333333333333,"E01016179",7
"59",137630,5.0314465408805,"(England/Wales) Urban city and town","No religious character","31.4","73.7","South East","Walderslade School",810,0,102.6,"30.4",-1.17,0,"ME5 0LE",1,"Girls","Academy converter","Special Measures",14.5258103241297,"E01016067",3
"60",138046,8.48484848484849,"(England/Wales) Urban city and town","No religious character","27.1","79.9","South East","Greenacre School",917,0,102.9,"32.8",-1.08,0,"ME5 0LP",1,"Boys","Academy converter","Serious Weaknesses",19.7624190064795,"E01016081",9
"61",135964,6.55021834061135,"(England/Wales) Urban city and town","No religious character","30.5","75.5","South East","Strood Academy",1314,1.75038,102.4,"41.2",-0.17,0,"ME2 2SX",1,"Mixed","Academy sponsor led","Good",12.2887864823349,"E01016155",3
"62",136107,6.2200956937799,"(England/Wales) Urban city and town","No religious character","34.8","62.2","South East","Brompton Academy",1418,13.61072,101,"35.2",-0.45,0,"ME7 5HT",1,"Mixed","Academy sponsor led","Requires improvement",20.323488045007,"E01016045",3
"63",136864,1.4218009478673,"(England/Wales) Urban city and town","No religious character","8.6","67","South East","Rainham Mark Grammar School",1540,1.03896,110.8,"63.2",0.26,1,"ME8 7AJ",1,"Mixed","Academy converter","Good",4.95114006514658,"E01016166",6
"64",136337,2.60869565217391,"(England/Wales) Urban city and town","No religious character","12.6","65.7","South East","Fort Pitt Grammar School",934,0.6424,110.7,"66.5",0.64,1,"ME4 6TJ",1,"Girls","Academy converter","Outstanding",2.03862660944206,"E01016110",2
"65",137389,2.27272727272727,"(England/Wales) Urban city and town","No religious character","12.6","36.4","South East","Chatham Grammar",979,0.30644,109.2,"60.1",0.33,1,"ME5 7EH",1,"Girls","Academy converter","Good",4.08163265306122,"E01016061",2
"66",146648,14.8148148148148,"(England/Wales) Urban city and town","No religious character","30.4","75.6","South East","Waterfront UTC",343,17.20117,102.1,"31.6",-0.94,0,"ME4 4FQ",1,"Mixed","University technical college","Good",32.0588235294118,"E01032798",5
"67",136662,0.930232558139535,"(England/Wales) Urban city and town","No religious character","9.2","43.5","South East","Sir Joseph Williamson's Mathematical School",1506,0.46481,111.2,"70.3",0.89,1,"ME1 3EL",1,"Boys","Academy converter","Outstanding",9.62176509621765,"E01016128",3
"68",136456,2.24719101123596,"(England/Wales) Urban city and town","No religious character","16.9","76.3","South East","Rainham School for Girls",1636,9.29095,102.9,"46.1",0.33,0,"ME8 0BX",1,"Girls","Academy converter","Good",12.8834355828221,"E01016088",5
"69",136108,9.49367088607595,"(England/Wales) Urban city and town","No religious character","41.2","51.4","South East","The Victory Academy",1205,14.77178,102.9,"40.1",-0.34,0,"ME4 5JB",1,"Mixed","Academy sponsor led","Good",14.4295302013423,"E01016062",1
"70",136313,0.5,"(England/Wales) Urban city and town","No religious character","8.6","27.3","South East","The Rochester Grammar School",1179,0.59372,112.5,"71.6",0.67,1,"ME1 3BY",1,"Girls","Academy converter","Good",1.86915887850467,"E01016115",4
"71",118908,7.93650793650794,"(England/Wales) Urban city and town","Roman Catholic","31.2","33.5","South East","St John Fisher Catholic Comprehensive School",1090,10.36697,100.6,"36.7",-0.57,0,"ME1 2FA",1,"Mixed","Voluntary aided school","Good",16.72760511883,"E01016117",2
"72",137119,8,"(England/Wales) Rural town and fringe","No religious character","22.7","79.7","South East","The Hundred of Hoo Academy",1770,2.93785,102.2,"41.1",-0.06,0,"ME3 9HH",1,"Mixed","Academy sponsor led","Good",15.1260504201681,"E01016077",4
"73",137376,9.94764397905759,"(England/Wales) Urban city and town","No religious character","29.2","71.3","South East","The Thomas Aveling School",1230,5.52846,102,"42.9",0.16,0,"ME1 2UW",1,"Mixed","Academy converter","Good",17.8282009724473,"E01016120",4
"74",137735,3.76569037656904,"(England/Wales) Urban major conurbation","No religious character","13.7","70.2","South East","The Beacon School",1141,14.02279,104.8,"46.4",-0.14,0,"SM7 1AG",1,"Mixed","Academy converter","Requires improvement",19.7356828193833,"E01030644",9
"75",138226,2.5974025974026,"(England/Wales) Urban city and town","No religious character","14","70.9","South East","Cobham Free School",956,4.2887,106,"55.7",0.53,0,"KT11 1TF",1,"Mixed","Free schools","Good",9.70464135021097,"E01030306",9
"76",147430,0.961538461538462,"(England/Wales) Urban city and town","Roman Catholic","5.6","57.2","South East","St Peter's Catholic School",1346,0.59435,107.4,"63.5",1.12,0,"GU1 2TN",1,"Mixed","Academy converter","Outstanding",13.0467012601927,"E01030461",10
"77",132268,4.7244094488189,"(England/Wales) Urban city and town","No religious character","21.6","67.2","South East","Kings International College",833,7.80312,102.8,"41",-0.2,0,"GU15 2PQ",0,"Mixed","Foundation school","Good",20.0712589073634,"E01030805",4
"78",147935,5,"(England/Wales) Urban city and town","No religious character","16","81.9","South East","Broadwater School",696,5.60345,105.3,"55.8",0.72,0,"GU7 3BW",0,"Mixed","Academy converter","Good",19.3921852387844,"E01030920",9
"79",144520,7.74193548387097,"(England/Wales) Urban city and town","No religious character","16.1","80.4","South East","Farnham Heath End",1094,9.32358,105.2,"45.7",-0.21,0,"GU9 9BN",0,"Mixed","Academy converter","Good",13.8278388278388,"E01030892",10
"80",140117,1.79856115107914,"(England/Wales) Urban city and town","No religious character","6.5","57.5","South East","Tomlinscote School",1507,2.45521,106.2,"53.2",0.28,0,"GU16 8PY",0,"Mixed","Academy converter","Outstanding",10.2189781021898,"E01030769",10
"81",136832,10.7913669064748,"(England/Wales) Urban major conurbation","No religious character","30.2","56.6","South East","Thomas Knyvett College",729,15.36351,104.7,"43.1",-0.4,0,"TW15 3DU",0,"Mixed","Academy converter","Requires improvement",11.8367346938776,"E01030707",7
"82",142490,4.63576158940397,"(England/Wales) Urban city and town","Church of England","21.3","65.6","South East","Christ's College, Guildford",721,10.54092,104.5,"48",0,0,"GU1 1JY",0,"Mixed","Academy converter","Good",15.0070126227209,"E01030483",2
"83",136906,1.00671140939597,"(England/Wales) Urban city and town","No religious character","8.3","69","South East","George Abbot School",1944,3.96091,106.6,"56.6",0.53,0,"GU1 1XX",1,"Mixed","Academy converter","Good",15.9958720330237,"E01030436",10
"84",136531,3.97553516819572,"(England/Wales) Urban city and town","No religious character","7.1","81.4","South East","Weydon School",1651,4.66384,109.4,"62.2",0.51,0,"GU9 8UG",0,"Mixed","Academy converter","Good",9.73828362751065,"E01030905",7
"85",125315,2.1551724137931,"(England/Wales) Urban city and town","Roman Catholic","9.1","52.6","South East","All Hallows Catholic School",1461,3.49076,107.3,"57.9",0.55,0,"GU9 9HF",1,"Mixed","Voluntary aided school","Outstanding",12.815269256987,"E01030904",8
"86",145217,4.03225806451613,"(England/Wales) Urban city and town","No religious character","19.2","78.9","South East","Reigate School",1262,1.34707,105.4,"52.8",0.38,0,"RH2 7NT",0,"Mixed","Academy converter","Good",16.7859984089101,"E01030594",6
"87",143367,1.65289256198347,"(England/Wales) Urban major conurbation","Roman Catholic","7.8","60.7","South East","Salesian School, Chertsey",1856,0.2694,107.5,"62.6",0.96,0,"KT16 9LU",1,"Mixed","Academy converter","",6.21957815035154,"E01030655",8
"88",142314,3.36538461538462,"(England/Wales) Urban major conurbation","No religious character","6.2","68.7","South East","Heathside School",1264,1.34494,107,"56.2",0.42,0,"KT13 8UZ",1,"Mixed","Academy converter","Good",14.8969889064976,"E01030376",10
"89",125279,2.9585798816568,"(England/Wales) Rural town and fringe","No religious character","8.9","47.7","South East","Royal Alexandra and Albert School",1055,2.18009,105.7,"55",0.61,0,"RH2 0TD",1,"Mixed","Voluntary aided school","Good",10.8056872037915,"E01030625",9
"90",125278,1.33779264214047,"(England/Wales) Urban city and town","Other Christian Faith","6.5","60.9","South East","St Bede's School",1974,1.36778,107.1,"59.4",0.72,0,"RH1 2LQ",1,"Mixed","Voluntary aided school","Outstanding",1.97668525088697,"E01030619",3
"91",137003,3.01724137931034,"(England/Wales) Urban major conurbation","No religious character","10.8","70.2","South East","Fullbrook School",1404,15.81197,107.7,"52.3",-0.13,0,"KT15 3HW",1,"Mixed","Academy converter","Good",21.8660968660969,"E01030693",9
"92",125275,2.31481481481481,"(England/Wales) Urban major conurbation","Roman Catholic","3.8","67.5","South East","St Andrew's Catholic School",1575,0.12698,107.1,"64.3",1.19,0,"KT22 7JP",1,"Mixed","Voluntary aided school","Outstanding",7.62388818297332,"E01030510",10
"93",137906,6.81818181818182,"(England/Wales) Urban major conurbation","No religious character","15.9","69.4","South East","Blenheim High School",1378,7.61974,104.4,"49.2",0.27,0,"KT19 9BH",1,"Mixed","Academy converter","Good",6.11353711790393,"E01030385",3
"94",143902,4.05405405405405,"(England/Wales) Urban major conurbation","No religious character","17.4","79.4","South East","Therfield School",1066,2.62664,105.5,"50.3",0.07,0,"KT22 7NZ",1,"Mixed","Academy converter","Good",12.9821260583255,"E01030551",4
"95",137736,3.49344978165939,"(England/Wales) Urban major conurbation","No religious character","6.2","65.1","South East","Rosebery School",1426,1.12202,108.1,"62.6",0.78,0,"KT18 7NQ",1,"Girls","Academy converter","Outstanding",8.16326530612245,"E01030419",10
"96",142009,6.14035087719298,"(England/Wales) Urban major conurbation","No religious character","21.3","53.7","South East","Hoe Valley School",798,13.65915,104.5,"49.3",0.21,0,"GU22 0NH",1,"Mixed","Free schools","Outstanding",16.39549436796,"E01030986",10
"97",137237,1.54639175257732,"(England/Wales) Urban major conurbation","No religious character","14.3","68.6","South East","Thamesmead School",1047,6.87679,104.7,"49.8",0.19,0,"TW17 9EE",0,"Mixed","Academy converter","Good",13.7236084452975,"E01030732",7
"98",143903,3.74331550802139,"(England/Wales) Urban city and town","No religious character","26.6","67.4","South East","Carrington School",985,7.71574,104.2,"45.6",-0.09,0,"RH1 4AD",0,"Mixed","Academy converter","Good",25.1008064516129,"E01030612",8
"99",143369,2.38095238095238,"(England/Wales) Urban major conurbation","Roman Catholic","5.1","54.8","South East","St John the Baptist Catholic Comprehensive School, Woking",1528,3.59948,107.4,"60.5",0.73,0,"GU22 9AL",1,"Mixed","Academy converter","",14.1084258654474,"E01030972",7
"100",140650,4.42477876106195,"(England/Wales) Urban major conurbation","Church of England","17.2","70.3","South East","Esher Church of England High School",1181,7.28196,104.9,"49.9",0.22,0,"KT10 8AP",0,"Mixed","Academy converter","Good",2.64505119453925,"E01030310",6
"101",137116,4,"(England/Wales) Urban major conurbation","No religious character","18.4","61.6","South East","The Magna Carta School",1077,3.80687,105,"48.7",0.12,0,"TW18 3HJ",0,"Mixed","Academy converter","Requires improvement",14.9489322191272,"E01030663",5
"102",139948,9.52380952380952,"(England/Wales) Urban major conurbation","No religious character","25.2","68.3","South East","Jubilee High School",658,3.64742,103.6,"43",-0.23,0,"KT15 1TE",0,"Mixed","Academy sponsor led","Good",15.1785714285714,"E01030648",7
"103",143808,4.76190476190476,"(England/Wales) Urban major conurbation","No religious character","24.6","75","South East","de Stafford School",817,10.15912,103.5,"43.4",-0.13,0,"CR3 5YX",0,"Mixed","Academy converter","Good",20.631067961165,"E01030846",9
"104",139151,2.38095238095238,"(England/Wales) Urban city and town","No religious character","2.7","59.4","South East","Gordon's School",980,0.81633,107.7,"64.5",1.02,0,"GU24 9PT",1,"Mixed","Academy converter","Outstanding",11.6564417177914,"E01030807",10
"105",137595,4.26829268292683,"(England/Wales) Urban major conurbation","No religious character","18.3","58.8","South East","Epsom and Ewell High School",1022,3.62035,103.3,"41.6",-0.39,0,"KT19 9JW",1,"Mixed","Academy converter","Good",15.6521739130435,"E01030399",6
"106",144503,4.10958904109589,"(England/Wales) Urban major conurbation","No religious character","22.9","69.7","South East","Three Rivers Academy",1472,12.97554,105.4,"43.1",-0.67,0,"KT12 5EJ",1,"Mixed","Academy converter","Good",12.2168840082361,"E01030313",9
"107",136534,1.18577075098814,"(England/Wales) Urban major conurbation","No religious character","6.7","60.9","South East","Glyn School",1701,2.1164,106.7,"56.1",0.45,0,"KT17 1NB",1,"Boys","Academy converter","Outstanding",14.1676505312869,"E01030391",9
"108",149290,1.47783251231527,"(England/Wales) Urban major conurbation","Roman Catholic","11.2","38","South East","St Paul's Catholic College",1335,1.64794,105.7,"57.4",0.85,0,"TW16 6JE",1,"Mixed","Academy converter","Outstanding",10.2025506376594,"E01030754",10
"109",136529,5.72687224669604,"(England/Wales) Urban major conurbation","No religious character","27.3","55.6","South East","Sunbury Manor School",1099,13.64877,104.3,"40",-0.69,0,"TW16 6LF",0,"Mixed","Academy converter","Special Measures",15.3070577451879,"E01030718",8
"110",136828,4.11985018726592,"(England/Wales) Urban city and town","No religious character","13.8","75.2","South East","Collingwood College",1745,4.29799,104.8,"47.9",-0.02,0,"GU15 4AE",1,"Mixed","Academy converter","Good",13.3333333333333,"E01030786",5
"111",138928,5.53191489361702,"(England/Wales) Urban major conurbation","No religious character","19.1","70.5","South East","Warlingham School",1440,8.88889,104.3,"44.7",-0.18,0,"CR6 9YB",1,"Mixed","Academy converter","Good",19.0042075736325,"E01030856",9
"112",136833,2.92887029288703,"(England/Wales) Urban city and town","No religious character","8.4","80.3","South East","Howard of Effingham School",1545,2.39482,108.1,"57.9",0.24,0,"KT24 5JR",1,"Mixed","Academy converter","Good",6.83430045132173,"E01030447",10
