"","URN","not_sustained_rate","urban_rural","denomination","FSM","White_British","region_name","school_name","headcount","susp_rate","KS2_history","Attainment_8","Progress_8","selective","POSTCODE","post16","school_sex","type","Ofsted_rating","sen_support","LSOA11","IMD"
"552",138326,4.21940928270042,"(England/Wales) Urban major conurbation","No religious character","22","42.5","Outer London","The Frances Bardsley Academy for Girls",1415,2.26148,106.5,"54.7",0.39,0,"RM1 2RR",1,"Girls","Academy converter","Good",2.20170454545455,"E01002352",5
"553",137233,0.840336134453782,"(England/Wales) Urban major conurbation","Roman Catholic","11.3","50.7","Outer London","Sacred Heart of Mary Girls' School",819,1.3431,108.1,"62.3",0.71,0,"RM14 2QR",1,"Girls","Academy converter","Outstanding",5.36585365853659,"E01002386",9
"554",137414,4.39024390243902,"(England/Wales) Urban major conurbation","No religious character","18.5","65.9","Outer London","Emerson Park Academy",1046,5.64054,106.4,"47.2",-0.26,0,"RM11 3AD",0,"Mixed","Academy converter","Good",4.9856184084372,"E01002273",8
"555",143428,9.52380952380952,"(England/Wales) Urban major conurbation","No religious character","23","45.2","Outer London","Harris Academy Rainham",905,4.1989,104.8,"52.7",0.57,0,"RM13 9XD",0,"Mixed","Academy sponsor led","Good",11.0491071428571,"E01002344",5
"556",137040,4.10958904109589,"(England/Wales) Urban major conurbation","Roman Catholic","9","53.8","Outer London","The Campion School",1205,0.33195,106.1,"55.3",0.6,0,"RM11 3BX",1,"Boys","Academy converter","Good",3.23651452282158,"E01002268",7
"557",136600,0.53475935828877,"(England/Wales) Urban major conurbation","Other Christian Faith","5.4","67.8","Outer London","The Coopers' Company and Coborn School",1571,1.59134,108.5,"59.8",0.45,0,"RM14 3HS",1,"Mixed","Academy converter","Good",1.7230376515635,"E01002384",9
"558",137197,7.25388601036269,"(England/Wales) Urban major conurbation","No religious character","11.6","72.6","Outer London","Hall Mead School",1071,0.93371,104.4,"50.9",0.35,0,"RM14 1SF",0,"Mixed","Academy converter","Outstanding",11.8802619270346,"E01002254",10
"559",136576,6.33802816901408,"(England/Wales) Urban major conurbation","No religious character","37","51.5","Outer London","The Brittons Academy",677,8.71492,104.6,"43.6",-0.3,0,"RM13 7BB",0,"Mixed","Academy converter","Good",13.8032305433186,"E01002373",7
"560",139649,11.864406779661,"(England/Wales) Urban city and town","No religious character","48.4","90","Yorkshire and The Humber","Beacon Academy",629,26.3911,101.6,"32.9",-0.85,0,"DN35 9NF",0,"Mixed","Academy sponsor led","Good",21.669341894061,"E01013135",3
"561",135176,7.6271186440678,"(England/Wales) Urban city and town","No religious character","32.3","93.1","Yorkshire and The Humber","Oasis Academy Immingham",601,16.80532,102.7,"39.1",-0.38,0,"DN40 1JU",1,"Mixed","Academy sponsor led","Good",21.6171617161716,"E01013179",4
"562",137464,7.75862068965517,"(England/Wales) Urban city and town","No religious character","36.7","88.3","Yorkshire and The Humber","John Whitgift Academy",1014,7.69231,103.5,"46.9",0.21,0,"DN37 9EH",0,"Mixed","Academy converter","Good",8.84691848906561,"E01013145",7
"563",135294,14.2131979695431,"(England/Wales) Urban city and town","No religious character","49.3","83.9","Yorkshire and The Humber","Havelock Academy",1006,32.80318,100.9,"36.4",-0.37,0,"DN32 8JH",1,"Mixed","Academy sponsor led","Good",16.9888097660224,"E01013160",6
"564",136277,2.57731958762887,"(England/Wales) Rural town and fringe","No religious character","12.4","83.9","Yorkshire and The Humber","Healing Academy",866,26.78984,105.5,"47.9",-0.04,0,"DN41 7QD",0,"Mixed","Academy converter","Good",7.28323699421965,"E01013223",9
"565",130585,21.1920529801325,NA,NA,NA,NA,NA,NA,NA,NA,102.3,"12.8",-2.81,0,"DN34 5BQ",1,"Mixed","Further education","Requires improvement",NA,NA,NA
"566",136192,8.28025477707006,"(England/Wales) Urban city and town","No religious character","32.1","86.9","Yorkshire and The Humber","Cleethorpes Academy",867,6.80507,105.5,"43.1",-0.53,0,"DN35 9NX",0,"Mixed","Academy sponsor led","Good",11.9158878504673,"E01013154",8
"567",136268,2.05882352941176,"(England/Wales) Rural town and fringe","No religious character","15.8","83.8","Yorkshire and The Humber","Waltham Toll Bar Academy",1900,6.05263,105.6,"46.5",-0.2,0,"DN36 4RZ",1,"Mixed","Academy converter","Good",8.6634970945589,"E01013171",10
"568",135209,12.2699386503067,"(England/Wales) Urban city and town","No religious character","50.6","91.1","Yorkshire and The Humber","Oasis Academy Wintringham",898,17.4833,103.1,"36.5",-0.7,0,"DN32 0AZ",0,"Mixed","Academy sponsor led","Good",13.5900339750849,"E01013183",4
"569",137200,1.68539325842697,"(England/Wales) Urban city and town","No religious character","13.2","91.5","Yorkshire and The Humber","Humberston Academy",900,3.22222,105.4,"47.1",-0.13,0,"DN36 4TF",0,"Mixed","Academy converter","Outstanding",11.3207547169811,"E01013169",5
"570",137196,16,"(England/Wales) Urban city and town","No religious character","54","81.4","Yorkshire and The Humber","Ormiston Maritime Academy",742,22.77628,102.8,"36.1",-0.76,0,"DN34 5AH",0,"Mixed","Academy converter","Good",20.2898550724638,"E01013211",4
"571",139109,4,"(England/Wales) Urban city and town","No religious character","13.8","80.3","South East","Worthing High School",1062,1.22411,104.4,"48.2",0.11,0,"BN14 7AR",0,"Mixed","Academy converter","Good",12.5,"E01031800",10
"572",126068,4.04040404040404,"(England/Wales) Rural town and fringe","No religious character","11.8","89.9","South East","Weald School, The",1752,4.79452,104.8,"51.2",0.44,0,"RH14 9RY",1,"Mixed","Community school","Outstanding",16.1031518624642,"E01031613",8
"573",135962,6.35451505016722,"(England/Wales) Urban city and town","Other Christian Faith","15.7","85","South East","Shoreham Academy",1771,2.71033,104.7,"52.3",0.56,0,"BN43 6YT",1,"Mixed","Academy sponsor led","Outstanding",15.8404558404558,"E01031375",6
"574",126069,7.09219858156028,"(England/Wales) Urban city and town","No religious character","16.8","85.9","South East","Bourne Community College",748,12.56684,103.4,"45.7",0.15,0,"PO10 8PJ",0,"Mixed","Foundation school","Good",18.6301369863014,"E01031533",6
"575",138620,6.07734806629834,"(England/Wales) Urban city and town","No religious character","34.9","56.4","South East","Thomas Bennett Community College",1300,11,102.6,"32.5",-0.99,0,"RH10 5AD",1,"Mixed","Academy converter","Good",14.7128245476003,"E01031605",4
"576",126094,4.3859649122807,"(England/Wales) Urban city and town","Church of England","22.8","75.7","South East","St Andrew's CofE High School",677,8.27179,103.2,"46.3",0.17,0,"BN14 8BG",0,"Mixed","Voluntary aided school","Good",23.3630952380952,"E01031780",8
"577",139668,4.16666666666667,"(England/Wales) Rural town and fringe","No religious character","12.5","82.6","South East","Chichester Free School",1069,4.49018,103.6,"44.4",0,0,"PO20 1NP",1,"Mixed","Free schools","Good",15.8043273753528,"E01031530",5
"578",135744,6.28571428571429,"(England/Wales) Urban city and town","Other Christian Faith","18","87.8","South East","The Sir Robert Woodard Academy",1386,5.84416,104.4,"44.4",-0.18,0,"BN15 9QZ",1,"Mixed","Academy sponsor led","Good",19.9127906976744,"E01031346",6
"579",137782,9.79591836734694,"(England/Wales) Urban city and town","No religious character","22.1","79.4","South East","The Regis School",1620,2.96296,102.2,"44.7",0.25,0,"PO21 5LH",1,"Mixed","Academy sponsor led","Good",14.3835616438356,"E01031451",2
"580",140713,5.46623794212219,"(England/Wales) Urban city and town","No religious character","18","83.1","South East","Durrington High School",1613,4.77371,103.5,"47.6",0.28,0,"BN13 1JX",0,"Mixed","Academy converter","Good",15.8058494088363,"E01031782",6
"581",126095,3.87096774193548,"(England/Wales) Urban city and town","Roman Catholic","15","40.4","South East","St Wilfrid's Catholic Comprehensive School, Crawley",1123,1.15761,106.1,"49",-0.1,0,"RH11 8PG",1,"Mixed","Voluntary aided school","Good",15.8645276292335,"E01031598",3
"582",126096,1.38888888888889,"(England/Wales) Urban city and town","Roman Catholic","14.3","80.9","South East","St Oscar Romero Catholic School",982,0.71283,103.9,"54.1",0.89,0,"BN12 5AF",1,"Mixed","Voluntary aided school","Good",9.48979591836735,"E01031802",8
"583",144243,4.76190476190476,"(England/Wales) Rural town and fringe","Roman Catholic","10.6","68.4","South East","St Philip Howard Catholic School",1247,0.48115,104.6,"53.6",0.68,0,"PO22 0EN",1,"Mixed","Academy converter","Outstanding",15.7979149959904,"E01031393",8
"584",137263,4.05405405405405,"(England/Wales) Urban city and town","No religious character","15.4","40.9","South East","Hazelwick School",1881,4.19989,104.5,"49.6",0.29,0,"RH10 1SX",1,"Mixed","Academy converter","Outstanding",14.1263940520446,"E01031603",7
"585",126071,5.08474576271187,"(England/Wales) Urban city and town","No religious character","29.1","61.4","South East","Ifield Community College",1226,1.71289,102.5,"41",-0.2,0,"RH11 0DB",1,"Mixed","Community school","Good",17.4447174447174,"E01031567",6
"586",140199,12,"(England/Wales) Rural town and fringe","No religious character","18.4","91.2","South East","Ormiston Six Villages Academy",704,3.40909,102.6,"42",-0.1,0,"PO20 3UE",0,"Mixed","Academy sponsor led","Good",14.8201438848921,"E01031396",6
"587",126098,5.28846153846154,"(England/Wales) Urban city and town","Church of England","26.1","35.7","South East","Holy Trinity CofE Secondary School, Crawley",1354,5.98227,104.1,"42.9",-0.32,0,"RH11 8JE",1,"Mixed","Voluntary aided school","Good",19.4670614359734,"E01031566",7
"588",126088,3.17460317460317,"(England/Wales) Urban city and town","No religious character","11.2","83","South East","Imberhorne School",1632,8.70098,103.6,"44.2",-0.06,0,"RH19 1QY",1,"Mixed","Community school","Good",23.6532507739938,"E01031740",10
"589",126080,3.36134453781513,"(England/Wales) Urban city and town","No religious character","19.1","78.3","South East","Felpham Community College",1602,7.61548,103.7,"40",-0.49,0,"PO22 8EL",1,"Mixed","Community school","Good",13.6135508155583,"E01031421",6
"590",126087,2.53164556962025,"(England/Wales) Urban city and town","No religious character","7.5","83.8","South East","Downlands Community School",1253,7.502,105.7,"54.9",0.52,0,"BN6 8LP",0,"Mixed","Community school","Good",19.5219123505976,"E01031747",10
"591",126093,3.52941176470588,"(England/Wales) Urban city and town","Church of England","13","78.7","South East","Davison Church of England High School for Girls, Worthing",1318,1.89681,105.2,"51.3",0.32,0,"BN11 2JX",0,"Girls","Voluntary controlled school","Outstanding",15.6818181818182,"E01031834",5
"592",141038,3.57142857142857,"(England/Wales) Urban city and town","No religious character","18.3","49.3","South East","The Gatwick School",899,6.56285,101.8,"37.4",-0.42,0,"RH10 9TP",0,"Mixed","Free schools","Good",13.4463276836158,"E01031603",7
"593",126089,3.74531835205993,"(England/Wales) Urban city and town","No religious character","10.9","80.4","South East","Sackville School",1676,2.6253,103.5,"44.2",-0.06,0,"RH19 3TY",1,"Mixed","Community school","Good",17.7253478523896,"E01031730",9
"594",135745,6.97674418604651,"(England/Wales) Urban city and town","Other Christian Faith","24.8","83.9","South East","The Littlehampton Academy",1404,18.09117,103.7,"37.3",-0.72,0,"BN17 6FE",1,"Mixed","Academy sponsor led","Good",14.9963950973324,"E01031409",3
"595",140424,9.88372093023256,"(England/Wales) Urban city and town","No religious character","14.9","76.1","South East","Bohunt School Worthing",916,3.93013,104.9,"46.7",-0.07,0,"BN14 8AH",0,"Mixed","Academy sponsor led","Good",16.3916391639164,"E01031798",6
"596",148753,3.94736842105263,"(England/Wales) Rural hamlet and isolated dwellings","Roman Catholic","7.5","64.7","South East","St Paul's Catholic College",1173,1.02302,106.8,"56.8",0.53,0,"RH15 8GA",1,"Mixed","Academy converter","Outstanding",15.7534246575342,"E01031728",9
"597",126066,2.72108843537415,"(England/Wales) Urban city and town","No religious character","10","69.1","South East","Millais School",1201,3.33056,106.4,"52.9",0.21,0,"RH13 5HR",0,"Girls","Community school","Good",22.4455611390285,"E01031654",10
"598",126081,6.75675675675676,"(England/Wales) Urban city and town","No religious character","18.9","87.8","South East","The Angmering School",1378,5.22496,103,"39.3",-0.43,0,"BN16 4HH",1,"Mixed","Community school","Good",12.2004357298475,"E01031388",8
"599",137096,13.7931034482759,"(England/Wales) Urban city and town","No religious character","22.2","87.8","South East","The Academy, Selsey",494,16.39676,102.5,"40.2",-0.26,0,"PO20 9EH",0,"Mixed","Academy sponsor led","Good",14.8373983739837,"E01031523",5
"600",135760,2.61780104712042,"(England/Wales) Rural town and fringe","No religious character","14.3","87.7","South East","Midhurst Rother College",1165,7.897,103.9,"45.9",0.01,0,"GU29 9DT",1,"Mixed","Academy sponsor led","Outstanding",19.2109777015437,"E01032717",7
"601",148221,3.2258064516129,"(England/Wales) Rural town and fringe","Church of England","11.4","83.3","South East","Steyning Grammar School",2139,5.8906,103.8,"45.1",-0.02,0,"BN44 3RX",1,"Mixed","Academy converter","Requires improvement",18.4782608695652,"E01031687",5
"602",140472,2.0746887966805,"(England/Wales) Urban city and town","Church of England","8.8","81.3","South East","Bishop Luffa School, Chichester",1594,1.25471,105.8,"51.9",0.21,0,"PO19 3HP",1,"Mixed","Academy converter","Outstanding",13.0625,"E01031493",7
"603",137416,4.09556313993174,"(England/Wales) Rural town and fringe","No religious character","9.8","80.5","South East","Warden Park Secondary Academy",1517,4.87805,106.5,"54.1",0.29,0,"RH17 5DP",0,"Mixed","Academy converter","Good",14.6133682830931,"E01031728",9
"604",126085,3,"(England/Wales) Urban city and town","No religious character","13.6","82.7","South East","Oathall Community College",1243,4.98793,105.2,"50.6",0.28,0,"RH16 2AQ",0,"Mixed","Community school","Good",18.2182985553772,"E01031753",9
"605",140105,6.17283950617284,"(England/Wales) Urban city and town","No religious character","26.4","82.9","South East","Chichester High School",1335,24.7191,103.5,"40.8",-0.44,0,"PO19 8EB",1,"Mixed","Academy converter","Good",17.7310293012772,"E01031492",3
"606",126064,4.93421052631579,"(England/Wales) Urban city and town","No religious character","8.3","79.4","South East","Tanbridge House School",1505,3.3887,105.5,"53.1",0.4,0,"RH12 1SR",0,"Mixed","Community school","Outstanding",18.5676392572944,"E01031637",6
"607",134042,2.14592274678112,"(England/Wales) Urban city and town","No religious character","12.3","72.8","South East","Oriel High School",1500,2.33333,105.1,"48.6",0.1,0,"RH10 7XW",1,"Mixed","Community school","Good",12.9592518370073,"E01031579",6
"608",142089,2.94117647058824,"(England/Wales) Urban city and town","No religious character","15.3","83.1","South East","The Burgess Hill Academy",1086,20.99448,103.5,"40.4",-0.46,0,"RH15 9EA",0,"Mixed","Academy sponsor led","Good",10.5457909343201,"E01031709",6
"609",126065,5.45454545454545,"(England/Wales) Urban city and town","No religious character","12","79","South East","The Forest School",1050,6.19048,105,"45.9",-0.28,0,"RH13 5NT",0,"Mixed","Community school","Good",16.1693936477382,"E01031640",10
"610",143413,5.91715976331361,"(England/Wales) Urban major conurbation","No religious character","52.2","22.1","West Midlands","Erdington Academy",947,2.53432,101.6,"39.2",-0.13,0,"B24 8RE",0,"Mixed","Academy sponsor led","Good",15.0368033648791,"E01008998",1
"611",141969,5.08474576271187,"(England/Wales) Urban major conurbation","Muslim","31.5","0.2","West Midlands","Eden Boys' School, Birmingham",617,0.81037,105.7,"63.7",1.59,0,"B42 2SY",1,"Boys","Free schools","Outstanding",17.0967741935484,"E01009239",2
"612",141003,7.47663551401869,"(England/Wales) Urban major conurbation","No religious character","52.7","1.4","West Midlands","Jewellery Quarter Academy",642,19.78193,101.3,"32.9",-0.63,0,"B1 3AA",0,"Mixed","Free schools","Good",11.0260336906585,"E01033619",5
"613",141752,2.91970802919708,"(England/Wales) Urban major conurbation","No religious character","46.4","0.1","West Midlands","Ark Victoria Academy",1550,6.51613,101.1,"40",-0.11,0,"B10 0HJ",1,"Mixed","Free schools","Good",14.8171905067351,"E01009338",1
"614",103514,3.02013422818792,"(England/Wales) Urban major conurbation","No religious character","35","13.2","West Midlands","Swanshurst School",1923,3.17213,105.6,"51.6",0.25,0,"B13 0TW",1,"Girls","Community school","Outstanding",16.5884194053208,"E01008932",1
"615",144464,7.01754385964912,"(England/Wales) Urban major conurbation","No religious character","45.8","0.1","West Midlands","Small Heath Leadership Academy",1186,0.08432,101.5,"45.4",0.43,0,"B10 9RX",1,"Mixed","Academy sponsor led","Good",11.0362257792755,"E01009332",1
"616",144719,5.51181102362205,"(England/Wales) Urban major conurbation","Roman Catholic","49.6","4.7","West Midlands","Holy Trinity Catholic School",745,2.01342,102,"42.1",-0.13,0,"B10 0AX",0,"Mixed","Academy sponsor led","Good",12.8552097428958,"E01009363",1
"617",103562,7.5,NA,NA,NA,NA,NA,NA,NA,NA,104.7,"49.4",0.24,0,"B30 1DY",0,"Boys","Foundation school","Good",NA,NA,NA
"618",103563,8.21256038647343,"(England/Wales) Urban major conurbation","No religious character","47.4","68.5","West Midlands","Colmers School and Sixth Form College",1245,14.05622,102.7,"40.6",-0.34,0,"B45 9NY",1,"Mixed","Foundation school","Requires improvement",19.1780821917808,"E01009159",4
"619",103519,7.02479338842975,"(England/Wales) Urban major conurbation","No religious character","52.9","0.8","West Midlands","Moseley School and Sixth Form",1458,3.84088,101.5,"39.2",-0.33,0,"B13 9UU",1,"Mixed","Foundation school","Good",16.3686382393398,"E01009395",2
"620",148521,8.84955752212389,"(England/Wales) Urban major conurbation","No religious character","42.5","70.9","West Midlands","Turves Green Boys' School",539,11.87384,102.9,"43.5",-0.01,0,"B31 4BS",1,"Boys","Academy sponsor led","Good",9.32835820895522,"E01009215",1
"621",143562,0,"(England/Wales) Urban major conurbation","No religious character","14.3","4.3","West Midlands","King Edward VI Handsworth Grammar School for Boys",1048,0.4771,112.2,"72",0.76,1,"B21 9ET",1,"Boys","Academy converter","Good",1.91204588910134,"E01033635",1
"622",137045,0,"(England/Wales) Urban major conurbation","Other Christian Faith","24.2","10.9","West Midlands","King Edward VI Camp Hill School for Boys",1018,0.39293,115.5,"83.3",1.09,1,"B14 7QJ",1,"Boys","Academy converter","Outstanding",3.63815142576204,"E01008963",2
"623",148684,8.69565217391304,"(England/Wales) Urban major conurbation","No religious character","45.5","70.9","West Midlands","King Edward VI Northfield School for Girls",753,3.05445,103.5,"42",-0.31,0,"B31 4BP",0,"Girls","Academy converter","",13.7700534759358,"E01009213",2
"624",137346,10.5263157894737,"(England/Wales) Urban major conurbation","No religious character","49.3","10.7","West Midlands","Hillcrest School and Sixth Form Centre",660,3.63636,102.7,"49.8",0.46,0,"B32 3AE",1,"Girls","Academy converter","Good",8.74233128834356,"E01008919",2
"625",137988,1.29032258064516,"(England/Wales) Urban major conurbation","No religious character","9.7","33.8","West Midlands","Bishop Vesey's Grammar School",1377,0.79884,114,"75.7",0.75,1,"B74 2NH",1,"Boys","Academy converter","Outstanding",5.80130529369108,"E01009424",7
"626",138222,3.7037037037037,"(England/Wales) Urban major conurbation","No religious character","40.4","5.7","West Midlands","Aston University Engineering Academy",778,0.51414,104.5,"42.5",-0.4,0,"B7 4AG",1,"Mixed","University technical college","Good",8.64516129032258,"E01033561",3
"627",130461,22.3300970873786,NA,NA,NA,NA,NA,NA,NA,NA,100.8,"11.5",-2.72,0,"B5 5SU",1,"Mixed","Further education","Requires improvement",NA,NA,NA
"628",103486,4.34782608695652,"(England/Wales) Urban major conurbation","No religious character","41.3","6.9","West Midlands","Kings Heath Secondary School",766,3.65535,103.1,"42.7",-0.19,0,"B13 0QP",0,"Mixed","Community school","Good",11.7948717948718,"E01008936",2
"629",136908,2.03252032520325,"(England/Wales) Urban major conurbation","No religious character","19.1","68.7","West Midlands","Fairfax",1576,1.20558,105.9,"48.6",-0.13,0,"B75 7JT",1,"Mixed","Academy converter","Good",12.779552715655,"E01009447",5
"630",103509,6.77083333333333,"(England/Wales) Urban major conurbation","No religious character","51.4","1.2","West Midlands","Holte School",1167,3.51328,103,"43.5",-0.01,0,"B19 2EP",1,"Mixed","Community school","Good",18.6484174508127,"E01008909",1
"631",138136,3.690036900369,"(England/Wales) Urban major conurbation","No religious character","11.3","68.1","West Midlands","The Arthur Terry School",1756,0.91116,107.6,"54.1",0.11,0,"B74 4RZ",1,"Mixed","Academy converter","Good",11.1301369863014,"E01009422",9
"632",145878,3.6144578313253,"(England/Wales) Urban major conurbation","Muslim","41","0.2","West Midlands","Eden Boys' Leadership Academy, Birmingham East",618,0.64725,105.6,"58.9",0.98,0,"B8 3DT",1,"Boys","Free schools","Outstanding",13.8436482084691,"E01009195",1
"633",103539,11.304347826087,"(England/Wales) Urban major conurbation","Roman Catholic","36.2","48.3","West Midlands","Cardinal Wiseman Catholic School",777,5.14801,102.4,"46.9",0.27,0,"B44 9SR",0,"Mixed","Voluntary aided school","Good",13.3766233766234,"E01009226",4
"634",138059,9.72222222222222,"(England/Wales) Urban major conurbation","No religious character","41.5","0","West Midlands","Rockwood Academy",1098,16.12022,99.5,"36.5",-0.07,0,"B8 3HG",0,"Mixed","Academy converter","Good",15.8671586715867,"E01009485",1
"635",136590,4.375,"(England/Wales) Urban major conurbation","No religious character","23","59.7","West Midlands","Kings Norton Girls' School",1072,1.77239,106.6,"57.8",0.64,0,"B30 1HW",1,"Girls","Academy converter","Outstanding",13.8863000931966,"E01008956",6
"636",103497,2.92397660818713,"(England/Wales) Urban major conurbation","No religious character","25.6","39.1","West Midlands","Queensbridge School",911,3.07355,105.6,"53.8",0.35,0,"B13 8QB",0,"Mixed","Foundation school","Good",21.9404630650496,"E01009186",4
"637",147201,3.57142857142857,"(England/Wales) Urban major conurbation","Muslim","35.5","0.2","West Midlands","Eden Girls'  Leadership Academy, Birmingham",621,0.16103,105.8,"61.7",1.18,0,"B10 9HH",0,"Girls","Free schools","Outstanding",10.1612903225806,"E01009326",1
"638",136032,8.98203592814371,"(England/Wales) Urban major conurbation","No religious character","53.5","31.1","West Midlands","E-ACT North Birmingham Academy",1079,6.67285,103,"40.6",-0.33,0,"B44 0HF",1,"Mixed","Academy sponsor led","Good",13.9664804469274,"E01009123",2
"639",136152,6.56565656565657,"(England/Wales) Urban major conurbation","No religious character","47.1","37.2","West Midlands","King Edward VI Sheldon Heath Academy",1197,3.92648,103.8,"47.3",0.18,0,"B26 2RZ",1,"Mixed","Academy sponsor led","Good",16.4695945945946,"E01009322",1
"640",140014,11.1111111111111,"(England/Wales) Urban major conurbation","No religious character","51.3","0.8","West Midlands","Ark Boulton Academy",906,13.02428,101.8,"38.2",-0.49,0,"B11 2QG",0,"Mixed","Academy sponsor led","Good",15.712682379349,"E01009339",1
"641",147440,14.2857142857143,"(England/Wales) Urban major conurbation","No religious character","65.6","65.4","West Midlands","King Edward VI Balaam Wood Academy",420,4.04762,101,"35.8",-0.5,0,"B45 0EU",0,"Mixed","Academy sponsor led","Good",30.5489260143198,"E01033633",1
"642",140524,1.94805194805195,"(England/Wales) Urban major conurbation","Roman Catholic","10.5","65","West Midlands","Bishop Walsh Catholic School",1053,3.51377,106.5,"54.9",0.41,0,"B76 1QT",1,"Mixed","Academy converter","Good",12.6666666666667,"E01009437",8
"643",136882,11.8421052631579,"(England/Wales) Urban major conurbation","No religious character","59.3","3.7","West Midlands","Aston Manor Academy",1015,3.74384,104.3,"48.4",0.26,0,"B6 4PZ",1,"Mixed","Academy converter","Outstanding",13.8888888888889,"E01008910",1
"644",135907,6.49350649350649,"(England/Wales) Urban major conurbation","No religious character","59.5","2.1","West Midlands","E-ACT Heartlands Academy",840,1.07143,102.1,"42.5",0.07,0,"B7 4QR",1,"Mixed","Academy sponsor led","Outstanding",15.035799522673,"E01009204",1
"645",145580,10.4046242774566,"(England/Wales) Urban major conurbation","No religious character","33","39.5","West Midlands","Arena Academy",1107,6.14273,103.8,"41.7",-0.37,0,"B42 2PY",0,"Mixed","Academy sponsor led","Requires improvement",12.9411764705882,"E01009244",4
"646",138586,3.2520325203252,"(England/Wales) Urban major conurbation","Sikh","29.7","1","West Midlands","Nishkam High School",671,2.53353,104.4,"52.8",0.69,0,"B19 2LF",1,"Mixed","Free schools","Outstanding",10.1341281669151,"E01008911",1
"647",136589,14.0449438202247,"(England/Wales) Urban major conurbation","No religious character","50.3","55.7","West Midlands","Bartley Green School",936,18.16239,102.1,"38.1",-0.47,0,"B32 3QJ",0,"Mixed","Academy converter","Good",21.3829787234043,"E01008920",4
"648",144721,9.57446808510638,"(England/Wales) Urban major conurbation","No religious character","46.8","49.3","West Midlands","The Royal Sutton School",916,10.80786,102.1,"35.9",-0.75,0,"B75 7DY",1,"Mixed","Academy sponsor led","Good",19.0928270042194,"E01009452",7
"649",137043,1.42857142857143,"(England/Wales) Urban major conurbation","Other Christian Faith","20","5.1","West Midlands","King Edward VI Aston School",1002,0.8982,113.9,"69.3",0.11,1,"B6 6DJ",1,"Boys","Academy converter","Outstanding",9.10910910910911,"E01008901",1
"650",141318,10.752688172043,"(England/Wales) Urban major conurbation","No religious character","62.9","50.7","West Midlands","Bournville School",642,20.24922,99.9,"31.7",-0.78,0,"B30 1SH",0,"Mixed","Academy sponsor led","Requires improvement",21.8424962852897,"E01008954",5
"651",137047,0.625,"(England/Wales) Urban major conurbation","Other Christian Faith","18.4","4","West Midlands","King Edward VI Handsworth School",1285,0.77821,114.3,"77.3",0.8,1,"B21 9AR",1,"Girls","Academy converter","Outstanding",5.76323987538941,"E01009355",1
"652",136406,9.18367346938776,"(England/Wales) Urban major conurbation","No religious character","46.9","15.6","West Midlands","Ninestiles, an Academy",1492,7.17158,103,"45.8",0.11,0,"B27 7QG",1,"Mixed","Academy converter","Good",15.5600268276325,"E01009022",2
"653",135911,12.7272727272727,"(England/Wales) Urban major conurbation","No religious character","55.8","64.3","West Midlands","E-ACT Shenley Academy",825,4.48485,102.5,"36.2",-0.73,0,"B29 4HE",0,"Mixed","Academy sponsor led","Good",19.9754901960784,"E01009495",1
"654",142219,10.5263157894737,"(England/Wales) Urban major conurbation","No religious character","39.5","0.6","West Midlands","Waverley School",1777,6.35903,101.1,"39.7",-0.04,0,"B9 5QA",1,"Mixed","Academy converter","Good",13.3701657458564,"E01009341",1
"655",143438,11.9760479041916,"(England/Wales) Urban major conurbation","No religious character","37.2","51.9","West Midlands","Dame Elizabeth Cadbury School",769,14.56437,103.4,"47",0.21,0,"B30 1UL",1,"Mixed","Academy converter","Good",14.4155844155844,"E01009281",5
"656",141668,9.09090909090909,"(England/Wales) Urban major conurbation","No religious character","44.9","1","West Midlands","Saltley Academy",1349,2.14974,102.5,"42.4",-0.07,0,"B9 5RX",0,"Mixed","Academy sponsor led","Good",13.0952380952381,"E01009476",1
"657",136213,11.5044247787611,"(England/Wales) Urban major conurbation","No religious character","51.7","13.4","West Midlands","Harborne Academy",608,9.21053,100.3,"43.2",0.27,0,"B15 3JL",0,"Mixed","Academy sponsor led","Good",16.5289256198347,"E01008992",7
"658",138937,3.92156862745098,"(England/Wales) Urban major conurbation","No religious character","42.4","0.3","West Midlands","King Edward VI Handsworth Wood Girls' Academy",1057,0.85147,104.3,"50",0.43,0,"B20 2HL",1,"Girls","Academy converter","Outstanding",6.99432892249527,"E01009265",2
"659",136778,0,"(England/Wales) Urban major conurbation","No religious character","10.6","28.7","West Midlands","Sutton Coldfield Grammar School for Girls",1206,0.49751,114.8,"80.9",1.05,1,"B73 5PT",1,"Girls","Academy converter","Good",5.81395348837209,"E01009471",7
"660",142388,11.340206185567,"(England/Wales) Urban major conurbation","No religious character","55.6","29.6","West Midlands","Cockshut Hill School",974,10.47228,103.2,"38.3",-0.55,0,"B26 2HX",1,"Mixed","Academy sponsor led","Good",18.1347150259067,"E01009517",1
"661",147707,6.07734806629834,"(England/Wales) Urban major conurbation","Roman Catholic","45.7","31","West Midlands","St Edmund Campion Catholic School",1139,2.63389,103.4,"47.5",0.29,0,"B23 5XA",1,"Mixed","Academy converter","",12.0917917034422,"E01009003",3
"662",103498,2.14285714285714,"(England/Wales) Urban major conurbation","No religious character","49.1","3.5","West Midlands","Selly Park  Girls' School",821,4.01949,104.2,"51.3",0.53,0,"B29 7PH",0,"Girls","Community school","Good",15.365551425031,"E01009293",4
